"","LD1","LD2","LD3","1","2","3","4"
"M1-RN-061_M1-RN-061",-7.97870293389151,-2.99650066152578,2.85510559817219,0,0,0,1
"M1-RN-063_M1-RN-063",-8.01294932741364,-2.5448746887603,3.11969477182211,0,0,0,1
"M1-RN-067_M1-RN-067",-7.86318894569366,-3.42174236478387,4.83265945619987,0,0,0,1
"M1-RN-073_M1-RN-073",-8.49854986445995,-2.13706838606348,2.10633114565275,0,0,0,1
"M1-RN-076_M1-RN-076",-7.80633277234172,-1.2829349191445,2.34757525080523,0,0,0,1
"M1-RN-078_M1-RN-078",-6.90754121353782,-2.65505248659081,3.05416939183044,0,0,0,1
"M1-RN-081_M1-RN-081",-8.50559770973253,-1.8895238931155,4.32504670998325,0,0,0,1
"M1-RN-084_M1-RN-084",-7.1570352960922,-3.55636828764154,4.29065262648887,0,0,0,1
"M1-RN-086_M1-RN-086",-8.92677957007352,-2.28472333071727,3.37894682377363,0,0,0,1
"M1-RN-088_M1-RN-088",-8.81295489398195,-4.12195311156462,3.19200419054309,0,0,0,1
"M1-RN-091_M1-RN-091",-7.34545626721923,0.152287954984155,2.96886260642512,0,0,0,1
"M1-RN-093_M1-RN-093",-7.8609600398978,-2.25873783018352,3.9898060181566,0,0,0,1
"M1-RN-095_M1-RN-095",-6.76616520873644,-3.81666657576092,1.72251369604036,0,0,0,1
"M1-RN-097_M1-RN-097",-8.62957855002938,-1.58101472667517,3.61434012334071,0,0,0,1
"M1-RN-098_M1-RN-098",-7.15746039579862,-4.20490121580714,3.70922243169099,0,0,0,1
"M1-RN-100_M1-RN-100",-7.7209206455165,-3.44623632543569,2.68954103321528,0,0,0,1
"M1-RN-102_M1-RN-102",-8.17823252942737,-1.1847296110376,2.09974582066238,0,0,0,1
"M1-RN-108_M1-RN-108",-8.55614090779251,-3.22579055478068,2.61044951615389,0,0,0,1
"M1-RN-112_M1-RN-112",-7.49108733375494,-1.94685387749597,3.19413405860054,0,0,0,1
"M1-RN-114_M1-RN-114",-7.30441833553818,-3.12249487878332,3.6992538328948,0,0,0,1
"M1-RN-116_M1-RN-116",-7.83796194708632,-3.34685366582993,1.82981165318629,0,0,0,1
"M1-RN-119_M1-RN-119",-6.82392299363205,-1.91145837958749,3.30874512197698,0,0,0,1
"M1-RN-122_M1-RN-122",-7.91765354947045,-2.13734755093641,3.04620891441017,0,0,0,1
"M1-RN-124_M1-RN-124",-9.28693484610823,-2.49218671528938,3.12077901587383,0,0,0,1
"M1-RN-129_M1-RN-129",-8.0331897073852,-4.93940832511068,2.54871321406147,0,0,0,1
"M1-RN-131_M1-RN-131",-7.6394707722522,-3.12808043893338,4.13133837318962,0,0,0,1
"M1-RN-133_M1-RN-133",-6.72090098272056,-3.55215591075315,3.05791001849174,0,0,0,1
"M1-RN-136_M1-RN-136",-8.6072082491214,-4.27106392754422,3.83278749003957,0,0,0,1
"M1-RN-137_M1-RN-137",-7.86820031026075,-1.84689261508442,2.01357036957078,0,0,0,1
"M1-RN-143_M1-RN-143",-8.71796658715519,-3.16599158768173,3.92008094657838,0,0,0,1
"M1-RN-144_M1-RN-144",-8.30705254824988,-3.63620896068145,2.72341313083299,0,0,0,1
"M1-RN-148_M1-RN-148",-6.62829365026698,-2.67383029797265,3.20323409048581,0,0,0,1
"M1-RN-149_M1-RN-149",-8.16659682508706,-2.16898309230858,3.00276698661333,0,0,0,1
"PH_05_PH_05",-2.54198897442204,-1.8060276952358,-3.77675532660224,0,1,0,0
"PH_06_PH_06",-1.49082805523726,-1.54458043787988,-5.29735520257403,0,1,0,0
"PH_08_PH_08",-0.387417973633894,-1.47239307783951,-7.73129724921872,0,1,0,0
"PH_11_PH_11",-1.13038724004531,-0.785974852199716,-5.45647123165986,0,1,0,0
"alb_sngp17_18_alb_sngp17_18",-8.39047751248578,-3.53884815244071,3.17472784435969,0,0,0,1
"alb_sngp17_19_alb_sngp17_19",-7.55907331277854,-2.10488888124243,1.9346908332321,0,0,0,1
"SRI_alb18_SRI_alb18",-8.67920416451014,-3.82641357046282,2.3222215307138,0,0,0,1
"SRI_alb24_SRI_alb24",-5.41479614058129,-2.07947580533945,1.2425686189866,0,0,0,1
"SRI_alb30_SRI_alb30",-8.56436900281099,-3.74747219258924,3.54074594822098,0,0,0,1
"SRI_alb33_SRI_alb33",-7.09398927805411,-1.11536215625191,2.50324032622408,0,0,0,1
"TW02_1_TW02_1",-1.17257852163936,-1.98324795368238,-5.52746205130376,0,1,0,0
"TW02_2_TW02_2",-1.22953078270875,-0.874003070433564,-5.10257885765111,0,1,0,0
"TW02_3_TW02_3",-1.25624110365631,-0.693380394359726,-6.41475992805857,0,1,0,0
"TW04_2_TW04_2",-0.354853501371872,-0.716984677308006,-4.64150675057212,0,1,0,0
"TW05_2_TW05_2",-0.0851957940379138,-2.72194175372479,-4.3128101192682,0,1,0,0
"TW06_1_TW06_1",-0.089844158375087,-0.627113532337596,-1.79855641961579,0,0.999,0.001,0
"TW06_2_TW06_2",-1.67265893924482,-1.31652970674694,-5.12251325145296,0,1,0,0
"TW11_1_TW11_1",-2.14092936959438,-0.347419146213773,-6.78846707215877,0,1,0,0
"TW11_2_TW11_2",-1.45631664538593,-2.65965701594541,-4.32275647340607,0,1,0,0
"TW12_1_TW12_1",-1.72317094730321,-1.1920067907252,-4.93854099847801,0,1,0,0
"TW12_2_TW12_2",-0.39778642628527,-1.885362311907,-5.58919529073444,0,1,0,0
"TW14_1_TW14_1",-1.06908104115075,-2.37695518538258,-6.51467366473836,0,1,0,0
"TW14_2_TW14_2",-1.51054814650182,-1.67931211290101,-5.73854457191427,0,1,0,0
"TW15_1_TW15_1",-0.957554252976004,-1.77500780473795,-4.24463511269937,0,1,0,0
"TW15_2_TW15_2",-0.777166567929267,-1.28544187718487,-3.94885399800298,0,1,0,0
"THNO2_THNO2",-4.45766775561665,-2.39689534192276,1.88056095208488,0,0,0,1
"vt18_03_vt18_03",-2.90923266973647,-1.54366639436113,-5.20164939620829,0,1,0,0
"vt18_04_vt18_04",-2.13290191460422,-1.08688056310812,-2.46015270041972,0,1,0,0
"vt18_05_vt18_05",-3.5728982892772,-2.47706246888499,-4.27029725704117,0,1,0,0
"vt18_06_vt18_06",-4.69830876498556,-3.09894870645251,-0.00818191526516432,0,0,0,1
"vt18_10_vt18_10",-3.12192991817981,-1.1770877789259,-1.92534457951044,0,1,0,0
"vt18_11_vt18_11",-3.71665637356957,-1.81153186894504,-0.894377306202229,0,0.98,0,0.02
"vt18_12_vt18_12",-3.45583712547436,-0.695626546681407,-1.36151621227088,0,1,0,0
"vt18_13_vt18_13",-7.10960004331865,-1.21796801504381,1.3038223029703,0,0,0,1
"vt18_14_vt18_14",-6.71844880120412,-2.77928712566759,-0.0918950943220439,0,0,0,1
